,label,judul,Unnamed: 0,stop
3450,0,klarifikasi dinas pendidikan ntt terkait isu penutupan sma borong kabupaten manggarai timur,,klarifikasi dinas didik ntt kait isu tutup sma borong kabupaten manggarai timur
3451,0,hipnotis pria berbaju lambang pancasila,,hipnotis pria baju lambang pancasila
3452,0,kebakaran perumahan polda jabar membubarkan pengajian,,bakar rumah polda jabar bubar aji
3453,0,video jokowi diolokolok arab saudi,,video jokowi diolokolok arab saudi
3454,0,surat undangan pemancangan tiang proyek kereta cepat jakarta bandung berbahasa mandarin,,surat undang pancang tiang proyek kereta cepat jakarta bandung bahasa mandarin
3455,0,berita terkait tenaga kerja asing memiliki ektp cianjur,,berita kait tenaga kerja asing milik ektp cianjur
3456,0,aplsi bantah harga listrik indonesia termahal dunia,,aplsi bantah harga listrik indonesia mahal dunia
3457,0,klarifikasi terkait informasi kepolisian bubarkan warga salat idul adha jembatan ampera,,klarifikasi kait informasi polisi bubar warga salat idul adha jembatan ampera
3458,0,semudah menyebarkan berita palsu facebook,,mudah sebar berita palsu facebook
3459,0,susunan resmi tim kampanyepemenangan pasangan prabowosandi,,susun resmi tim kampanyepemenangan pasang prabowosandi
3460,0,kapolres jakpus kabar warga tewas acara bagibagi sembako monas hoax,,kapolres jakpus kabar warga tewas acara bagibagi sembako monas hoax
3461,0,disinformasi csr pt telkom gereja masjid,,disinformasi csr pt telkom gereja masjid
3462,0,klarifikasi dinas kesehatan kabupaten cianjur terkait kabar bocah bernama muhammad zihad menderita gizi buruk,,klarifikasi dinas sehat kabupaten cianjur kait kabar bocah nama muhammad zihad derita gizi buruk
3463,0,hoax penculikan anak memakan korban,,hoax culi anak makan korban
3464,0,tipe informasi hoax,,tipe informasi hoax
3465,0,kematian presiden turki ataturk liberal zolim,,mati presiden turki ataturk liberal zolim
3466,0,polisi tangkap penyebar video hoaks yel tni macan kucing,,polisi tangkap sebar video hoaks yel tni macan kucing
3467,0,kepolisian medan angkat bicara terkait foto korban begal alami putus tangan,,polisi medan angkat bicara kait foto korban begal alami putus tangan
3468,0,sewa bus umat islam padang sewa pesawat lion air sriwijaya tuk aksi jakarta,,sewa bus umat islam padang sewa pesawat lion air sriwijaya tuk aksi jakarta
3469,0,penjelasan airnav indonesia terkait kabar kondisi bandara sis aljufrie palu kondusif,,jelas airnav indonesia kait kabar kondisi bandara sis aljufrie palu kondusif
3470,0,warga kabupaten lombok utara diisukan meminum air got babinsa tanggapan,,warga kabupaten lombok utara isu minum air got babinsa tanggap
3471,0,disebabkan vaksin siswa mi palembang tewas radang otak,,sebab vaksin siswa mi palembang tewas radang otak
3472,0,klarifikasi camat kemalang terkait isu pungli perekrutan perdes tangkil,,klarifikasi camat malang kait isu pungli rekrut perdes tangkil
3473,0,berita palsu memicu pembantaian perang dingin,,berita palsu picu bantai perang dingin
3474,0,bmkg bantah informasi prediksi kemarau dikaitkan kemunculan dajjal,,bmkg bantah informasi prediksi kemarau kait muncul dajjal
3475,0,djp bantah call centernya data ktp identitas,,djp bantah call centernya data ktp identitas
3476,0,edy rahmayadi terkena stroke,,edy rahmayadi kena stroke
3477,0,beredar foto mesra fadli zon pelakor fakta aslinya munculkan perdebatan,,edar foto mesra fadli zon pelakor fakta asli muncul debat
3478,0,surat suara sah tanda tangan kpps,,surat suara sah tanda tangan kpps
3479,0,klarifikasi bkn terkait surat optimalisasi pemenuhan kebutuhan pns bkn,,klarifikasi bkn kait surat optimalisasi penuh butuh pns bkn
3480,0,pemprov riau bantah rumahkan ribuan pegawai honorer,,pemprov riau bantah rumah ribu pegawai honorer
3481,0,pt ultrajaya milk industry tbk mengklarifikasi terkait laporan susu ultra kemasan mengandung bakteri sinjai sulawesi selatan,,pt ultrajaya milk industry tbk klarifikasi kait lapor susu ultra kemas kandung bakteri sinjai sulawesi selatan
3482,0,rio rizki peraih medali emas termuda asian games,,rio rizki raih medali emas muda asi games
3483,0,anggotanya dituding penganiaya tahanan polres subang klarifikasi,,anggota tuding aniaya tahan polres subang klarifikasi
3484,0,satgas pangan polri pastikan telur palsu beredar pasar,,satgas pangan polri pasti telur palsu edar pasar
3485,0,pelaku penusukan ustaz depok belasan alami gangguan jiwa,,laku tusuk ustaz depok bas alami ganggu jiwa
3486,0,nu mendukung lgbt,,nu dukung lgbt
3487,0,klarifikasi kementerian kelautan perikanan terkait beredarnya surat undangan bimbingan teknis penetapan kelompok penerima bantuan program produksi budidaya ta,,klarifikasi menteri laut ikan kait edar surat undang bimbing teknis tetap kelompok terima bantu program produksi budidaya ta
3488,0,pbnu menuding pemerintah dana csr bumn gerakan khilafah,,pbnu tuding perintah dana csr bumn gera khilafah
3489,0,akses angkot palembang asean games ditutup,,akses angkot palembang asean games tutup
3490,0,foto ridwan kamil sukmawati soekarnoputri meresmikan renovasi penjara karno banceuy,,foto ridwan kamil sukmawati soekarnoputri resmi renovasi penjara karno banceuy
3491,0,wasekjen pks mardani ali sera berfoto bos abu tours,,wasekjen pks mardani ali sera foto bos abu tours
3492,0,melawan penyebar hoaks,,lawan sebar hoaks
3493,0,fake news becomes a business model researchers,,fake news becomes a business model researchers
3494,0,mahasiswa universitas jenderal sudirman purwokerto nyanyi lagu indonesia raya mesjid nurul alam,,mahasiswa universitas jenderal sudirman purwokerto nyanyi lagu indonesia raya mesjid nurul alam
3495,0,klarifikasi dinas kesehatan kota palopo terkait isu beredarnya obat kedaluwarsa,,klarifikasi dinas sehat kota palopo kait isu edar obat kedaluwarsa
3496,0,retas akses akun ping,,retas akses akun ping
3497,0,klarifikasi tengku zulkarnaen pembakaran masjid,,klarifikasi tengku zulkarnaen bakar masjid
3498,0,kreativitas hasil karya anaknya pleicieden serius nanya niy,,kreativitas hasil karya anak pleicieden serius nanya niy
3499,0,judul berita media asing menghina jokowi,,judul berita media asing hina jokowi
3500,0,penembak jitu membidik peserta aksi jilid,,tembak jitu bidik serta aksi jilid
3501,0,video petugas kpps coblos surat suara boyolali,,video tugas kpps coblos surat suara boyolali
3502,0,bappenas bantah tudingan sandiaga uno pemerintah mengintervensi data bps,,bappenas bantah tuding sandiaga uno perintah intervensi data bps
3503,0,mahfud md bantah mengusulkan penghentian novel baswedan,,mahfud md bantah usul henti novel baswedan
3504,0,indonesian group gears up to battle fake news during polls,,indonesian group gears up to battle fake news during polls
3505,0,jokowi izinkan wna mendirikan ormas,,jokowi izin wna diri ormas
3506,0,solusi daging mahal ala mentan makan keong,,solusi daging mahal ala tan makan keong
3507,0,benny panjaitan tutup usia,,benny panjaitan tutup usia
3508,0,bps tampik pernyataan sandiaga makan siang singapura murah indonesia,,bps tampik nyata sandiaga makan siang singapura murah indonesia
3509,0,postpost media sosial palsu menyesatkan meledak global temuan studi oxford,,postpost media sosial palsu sesat ledak global temu studi oxford
3510,0,klarifikasi video kapolres landak akbp bowo gede imantio dipaksa makan babi,,klarifikasi video kapolres landak akbp bowo gede imantio paksa makan babi
3511,0,menkominfo bssn tangani hoax,,menkominfo bssn tangan hoax
3512,0,panduan mencerna berita termakan sebarkan hoax,,pandu cerna berita makan sebar hoax
3513,0,mitra ojek online diserang hoaks racuni pesanan makanan konsumen,,mitra ojek online serang hoaks racun pesan makan konsumen
3514,0,hoaks pil mandul biang keladi perang antaragama sri lanka,,hoaks pil mandul biang keladi perang antaragama sri lanka
3515,0,video wawancara ribka tjiptaning disunting,,video wawancara ribka tjiptaning sunting
3516,0,pemaknaan pasal dasar hukum warga negara andil keamanan negara,,makna pasal dasar hukum warga negara andil aman negara
3517,0,kominfo memblokir situs cekktp,,kominfo blokir situs cekktp
3518,0,klarifikasi dinas bina marga dki jakarta terkait anggaran miliar bangun jpo,,klarifikasi dinas bina marga dki jakarta kait anggar miliar bangun jpo
3519,0,hoax crisis centres will be launched to counter falsehoods ahead of indonesian elections says founder of antihoax network,,hoax crisis centres will be launched to counter falsehoods ahead of indonesian elections says founder of antihoax network
3520,0,ustadz aceh tenggara diserang pria salat zuhur,,ustadz aceh tenggara serang pria salat zuhur
3521,0,propaganda senjata ampuh perang,,propaganda senjata ampuh perang
3522,0,ahok bersalaman raja salman editan,,ahok salam raja salman edit
3523,0,ormas pemuda pancasila membantu oknum mencelakai fpi,,ormas pemuda pancasila bantu oknum celaka fpi
3524,0,gunung gonggang sagaranten sukabumi dikabarkan meletus,,gunung gonggang sagaranten sukabumi kabar letus
3525,0,tanda teror kegiatan pramuka,,tanda teror giat pramuka
3526,0,akibat kecanduan main game hp akibatx,,akibat candu main game hp akibatx
3527,0,hina panglima tni jokowi medsos dokter sumbar ditangkap,,hina panglima tni jokowi medsos dokter sumbar tangkap
3528,0,motif pembacokan hermansyah chat rizieq shihab,,motif baco hermansyah chat rizieq shihab
3529,0,pengungsi syria dilempari koin suporter klub sepakbola psv eindhoven spanyol,,ungsi syria lempari koin suporter klub sepakbola psv eindhoven spanyol
3530,0,dakta fm klaim obat corona hadi pranoto,,dakta fm klaim obat corona had pranoto
3531,0,pernyataan kepolisian terkait acara peringatan tahunan jemaah khilafatul muslimin diadakan masjid akbar kemayoran,,nyata polisi kait acara ingat tahun jemaah khilafatul muslimin ada masjid akbar mayor
3532,0,knpi sumut bantah terima mobil bekas dprd sumut,,knpi sumut bantah terima mobil bekas dprd sumut
3533,0,dana santunan haji korban kecelakaan mekkah ditahan kemenlu,,dana santun haji korban celaka mek tahan kemenlu
3534,0,wna pendiri organisasi masyarakat fbi,,wna diri organisasi masyarakat fbi
3535,0,dianggap lecehkan guru iklan hago diprotes,,anggap leceh guru iklan hago protes
3536,0,polda nusa tenggara barat mengklarifkasi kejadian perkosaan turis perancis gili trawangan lombok,,polda nusa tenggara barat mengklarifkasi jadi perkosa turis perancis gili trawangan lombok
3537,0,guru penyebar hoax megawati adzan ditiadakan ditangkap,,guru sebar hoax megawati adzan tiada tangkap
3538,0,membedah tulisan alfian tanjung berjudul manuver pki membelit istana,,bedah tulis alfian tanjung judul manuver pki belit istana
3539,0,telkomsel memiliki bukti percakapan whatsapp habib rizieq firza husein,,telkomsel milik bukti cakap whatsapp habib rizieq firza husein
3540,0,menyebarkan hoax tindakan melanggar hukum,,sebar hoax tindak langgar hukum
3541,0,fakta sesungguhnya terkait video deklarasi keluarga kandung prabowo minahasa mendukung jokowi pilpres,,fakta sungguh kait video deklarasi keluarga kandung prabowo minahasa dukung jokowi pilpres
3542,0,kabareskrim usut situs palsu catut namanya,,kabareskrim usut situs palsu catut nama
3543,0,bayi meninggal lahir bidan kapuskesmas kading bone klarifikasi,,bayi tinggal lahir bidan kapuskesmas kading bone klarifikasi
3544,0,ustaz fadlan garamatan maju caleg pdip,,ustaz fadlan garamatan maju caleg pdip
3545,0,kondisi wilayahnya aman bupati nduga papua klarifikasi,,kondisi wilayah aman bupati nduga papua klarifikasi
3546,0,kapolres gresik thr masyarakat perusahaan gresik,,kapolres gresik thr masyarakat usaha gresik
3547,0,ketik aktif facebook kembalikan foto profil hilang hoaks fakta,,ketik aktif facebook kembali foto profil hilang hoaks fakta
3548,0,simalakama jokowi anut mazhab washington consensus sri mulyani tax amnesti keruk uang pajak,,simalakama jokowi anut mazhab washington consensus sri mulyani tax amnesti keruk uang pajak
3549,0,mafindo kampanyekan lawan hoax depok kepolisian,,mafindo kampanye lawan hoax depok polisi
3550,0,sapi menangis peluk pemiknya disembelih,,sapi menang peluk mik sembelih
3551,0,melaporkan situs konten google,,lapor situs konten google
3552,0,kawal surat alhujurat melawan hoax,,kawal surat alhujurat lawan hoax
3553,0,klarifikasi polri larangan penggunaan gps mengemudi,,klarifikasi polri larang guna gps kemudi
3554,0,rieke pki salah,,rieke pki salah
3555,0,sekte kristen meniru islam,,sekte kristen tiru islam
3556,0,perjuangan situs kebencian mengemas omong kosong,,juang situs benci emas omong kosong
3557,0,penyebab upaya mengatasi hoax siasia,,sebab upaya atas hoax siasia
3558,0,hoaks pasar jaya akui pedagang pasar mayestik positif,,hoaks pasar jaya aku dagang pasar mayestik positif
3559,0,lipi teori virus corona senjata biologi,,lipi teori virus corona senjata biologi
3560,0,metodologi perang informasi,,metodologi perang informasi
3561,0,pengibaran bendera israel acara jayapura,,kibar bendera israel acara jayapura
3562,0,tni mengklarifikasi kapal motor cepat komando tenggelam kelebihan muatan,,tni klarifikasi kapal motor cepat komando tenggelam lebih muat
3563,0,jusuf kalla perjuangan moral jokowi,,jusuf kalla juang moral jokowi
3564,0,sri lanka blokir facebook whatsapp buntut kerusuhan antaragama,,sri lanka blokir facebook whatsapp buntut rusuh antaragama
3565,0,anies acuhkan raja tanah jawa merasakan,,anies acuh raja tanah jawa rasa
3566,0,video tikus mandi layaknya manusia,,video tikus mandi layak manusia
3567,0,mobil ditempel orang jahat sticker palu arit logo komunis,,mobil tempel orang jahat sticker palu arit logo komunis
3568,0,cokelat mermaid memakan korban,,cokelat mermaid makan korban
3569,0,penjelasan haikal hassan terkait cuitannya mendukung jokowi prabowo jumatan minum bir,,jelas haikal hassan kait cuit dukung jokowi prabowo jumat minum bir
3570,0,penjelasan terkait pernyataan prabowo impor air debat capres,,jelas kait nyata prabowo impor air debat capres
3571,0,klarifikasi kepolisian terkait aturan kendaraan bermotor stnk mati bodong,,klarifikasi polisi kait atur kendara motor stnk mati bodong
3572,0,kpud dki jakarta temukan nama mantan wali kota jakpus dikabarkan maju caleg pdip,,kpud dki jakarta temu nama mantan wali kota jakpus kabar maju caleg pdip
3573,0,teroris bengkulu,,teroris bengkulu
3574,0,megawati pemerintah tiadakan azan,,megawati perintah tiada azan
3575,0,mengerikan lihat video agama meniru islam,,keri lihat video agama tiru islam
3576,0,dorongan mengembalikan dwi fungsi abritni,,dorong kembali dwi fungsi abritni
3577,0,aksi menolak pencabutan tap mprs pki,,aksi tolak cabut tap mprs pki
3578,0,klarifikasi divisi humas polri terkait informasi anak china ancam tembak jokowi dibebaskan,,klarifikasi divisi humas polri kait informasi anak china ancam tembak jokowi bebas
3579,0,klarifikasi kuasa hukum buni yani terkait judul artikel buni yani diterlantarkan ahok masuk penjara menyesal mencelakai ahok,,klarifikasi kuasa hukum buni yani kait judul artikel buni yani lantar ahok masuk penjara sesal celaka ahok
3580,0,klarifikasi kemendagri perihal pembahasan ruu masyarakat adat,,klarifikasi kemendagri perihal bahas ruu masyarakat adat
3581,0,klarifikasi bppt kajian potensi tsunami pandeglang,,klarifikasi bppt kaji potensi tsunami pandeglang
3582,0,laporan kementerian bumn agustus,,lapor menteri bumn agustus
3583,0,putra sulung jokowi dituding pendukung teori bumi datar,,putra sulung jokowi tuding dukung teori bumi datar
3584,0,perlakuan berbeda gnpf mui teman ahok terkait sumbangan dana hadapan polri,,laku beda gnpf mui teman ahok kait sumbang dana hadap polri
3585,0,presiden jokowi diledek korban kebakaran pasar senen terbakar,,presiden jokowi ledek korban bakar pasar senen bakar
3586,0,ikatan jurnalis tv indonesia melawan hoax,,ikat jurnalis tv indonesia lawan hoax
3587,0,saksi meringankan ahok ulama mesir temui jokowi istana negara,,saksi ringan ahok ulama mesir temu jokowi istana negara
3588,0,kepolisian the jakmania bantah sweeping plat d halim perdana kususma semalam,,polisi the jakmania bantah sweeping plat d halim perdana kususma malam
3589,0,viral karnaval tk bercadar bersenjata penjelasan sekolah,,viral karnaval tk cadar senjata jelas sekolah
3590,0,bijaksana memilih sumber berita online,,bijaksana pilih sumber berita online
3591,0,cetak ektp nusantara expo tmii langsung,,cetak ektp nusantara expo tmii langsung
3592,0,mesranya biksu myanmar syiah bantai muslim rohingya,,mesra biksu myanmar syiah bantai muslim rohingya
3593,0,halaman surat kabar berbahasa arab memprotes sikap pemerintah indonesia dianggap memiliki tata krama raja salman,,halaman surat kabar bahasa arab protes sikap perintah indonesia anggap milik tata krama raja salman
3594,0,dugaan pelanggaran pemilu acara singkawang bersholawat,,duga langgar milu acara singkawang bersholawat
3595,0,the guardian jijik pabrik akun twitter palsu indonesia,,the guardian jijik pabrik akun twitter palsu indonesia
3596,0,klarifikasi rebecca wanita dituding tembak razan alnajjar,,klarifikasi rebecca wanita tuding tembak razan alnajjar
3597,0,hoax bendera terbalik panglima tni goblok,,hoax bendera balik panglima tni goblok
3598,0,klarifikasi susipudjiastuti mensupport bis pangandaran aksi,,klarifikasi susipudjiastuti mensupport bis pangandaran aksi
3599,0,klarifikasi terkait insiden pengusiran anggota dprd kabupaten kepulauan mentawai dprd sumbar kawasan resort aloita mentawai,,klarifikasi kait insiden usir anggota dprd kabupaten pulau tawa dprd sumbar kawasan resort aloita tawa
3600,0,musuh mata perlawanan pki penculikan laksanakan,,musuh mata lawan pki culi laksana
3601,0,foto bareng anies baswedan ulama petinggi isis yusuf alqaradhawi,,foto bareng anies baswedan ulama petinggi isis yusuf alqaradhawi
3602,0,klarifikasi kementerian negeri terkait isu pelarangan anak habib rizieq masuk yaman,,klarifikasi menteri negeri kait isu larang anak habib rizieq masuk yaman
3603,0,doktor pemulung sampah adiknya pramodya ananta toer,,doktor pulung sampah adik pramodya ananta toer
3604,0,bi bantah kebijakan kpr dp mencontoh anies sandi,,bi bantah bijak kpr dp contoh anies sandi
3605,0,ketawain aja hoaknya kaum bumi datar,,ketawain aja hoaknya kaum bumi datar
3606,0,plat nomor negara asing indonesia,,plat nomor negara asing indonesia
3607,0,klarifikasi petani kulonprogo semprot mati lahan cabai,,klarifikasi tani kulonprogo semprot mati lahan cabai
3608,0,rajin makan wortel menyembuhkan mata minus,,rajin makan wortel sembuh mata minus
3609,0,topik pilihan hoaks fakta kompascom,,topik pilih hoaks fakta kompascom
3610,0,sebaran hoaks kepanikan bencana,,sebar hoaks panik bencana
3611,0,vox hoax vox dei suara hoax suara tuhan,,vox hoax vox dei suara hoax suara tuhan
3612,0,google maps cantumkan negara palestina,,google maps cantum negara palestina
3613,0,kementrian agama bantah sertifikat perizinan kelompok bimbingan ibadah haji,,tri agama bantah sertifikat izin kelompok bimbing ibadah haji
3614,0,klarifikasi bnpb terkait isu pengusiran relawan bpbd,,klarifikasi bnpb kait isu usir rawan bpbd
3615,0,kejati kaltim bantah keluarkan rekomendasi pengawasan proyek masjid pemprov kaltim kinibalu,,kejat kaltim bantah keluar rekomendasi awas proyek masjid pemprov kaltim kinibalu
3616,0,klarifikasi grab indonesia terkait dukungan forum komunikasi grab lampung salah pasangan calon pilgub lampung,,klarifikasi grab indonesia kait dukung forum komunikasi grab lampung salah pasang calon pilgub lampung
3617,0,lippo group gaji marketing meikarta menjaga invenstornya,,lippo group gaji marketing meikarta jaga invenstornya
3618,0,video siswa pelaku pembunuhan guru sampang sakaumabuk,,video siswa laku bunuh guru sampang sakaumabuk
3619,0,kebakaran hutan kalimantan,,bakar hutan kalimantan
3620,0,pt pos indonesia membantah isu bangkrut,,pt pos indonesia ban isu bangkrut
3621,0,dinas perhubungan penjelasan terkait flyer tiket kapal digratiskan jembatan suramadu ditutup,,dinas hubung jelas kait flyer tiket kapal gratis jembatan suramadu tutup
3622,0,klarifikasi bpn prabowo sandi situs ktp prabowo,,klarifikasi bpn prabowo sandi situs ktp prabowo
3623,0,kemenhub klarifikasi terkait isu pilot indonesia lulus ujian simulator airbus australia,,kemenhub klarifikasi kait isu pilot indonesia lulus uji simulator airbus australia
3624,0,kepolisian ntb bantah kabar perampokan kopang pasca gempa lombok,,polisi ntb bantah kabar ampo kopang pasca gempa lombok
3625,0,kemenhub mengklarifikasi kapal feri lestari maju sengaja dikandaskan tenggelam,,kemenhub klarifikasi kapal feri lestari maju sengaja kandas tenggelam
3626,0,klarifikasi djarot informasi menyuap kepala desa kabupaten asahan,,klarifikasi djarot informasi suap kepala desa kabupaten asah
3627,0,menghubungi rumah lansia atmabrata,,hubung rumah lansia atmabrata
3628,0,registrasi sim card terjawab,,registrasi sim card jawab
3629,0,satelit merah putih milik telkom indonesia resmi diluncurkan spacex,,satelit merah putih milik telkom indonesia resmi luncur spacex
3630,0,projo bantah lakukan penghadangan neno warisman,,projo bantah laku penghadangan neno warisman
3631,0,aji pontianak gelar pelatihan anti hoaks rri,,aji pontianak gelar latih anti hoaks rri
3632,0,tersangka muslim cyber army diduga ahokers,,sangka muslim cyber army duga ahokers
3633,0,pemukulan imam salat tarawih polisi,,pukul imam salat tarawih polisi
3634,0,coronavirus khawatir,,coronavirus khawatir
3635,0,penjelasan terkait informasi mobil berstiker prabowosandi masuk kebun raya bogor,,jelas kait informasi mobil stiker prabowosandi masuk kebun raya bogor
3636,0,charta politika survei nasional simulasi jokowi kh maruf amin prabowo subianto sandiaga uno,,charta politika survei nasional simulasi jokowi kh maruf amin prabowo subianto sandiaga uno
3637,0,polri bantah kerahkan sniper menjaga veneu asian games,,polri bantah kerah sniper jaga veneu asi games
3638,0,teknik penyebaran hoax ancaman,,teknik sebar hoax ancam
3639,0,posting baliho hoax pdip ditangkap polisi,,posting baliho hoax pdip tangkap polisi
3640,0,yenny wahid pbnu gagal paham kebijakan pemerintah sekolah,,yenny wahid pbnu gagal paham bijak perintah sekolah
3641,0,pasien positif covid rst latumeten ambon perawatan,,pasien positif covid rst latumeten ambon awat
3642,0,wisata halal danau toba gubernur sumut hoaks jelek,,wisata halal danau toba gubernur sumut hoaks jelek
3643,0,klarifikasi ridwan kamil terkait tudingan bermain kaki,,klarifikasi ridwan kamil kait tuding main kaki
3644,0,klarifikasi ainun baharuddin terkait meme bertuliskan tusuk ka amuki enak,,klarifikasi ainun baharuddin kait meme tulis tusuk ka amuk enak
3645,0,years of living dangerously last stand,,years of living dangerously last stand
3646,0,eksperimen mengupas hoax potongan kanker menjauhi bawang putih,,eksperimen kupas hoax potong kanker jauh bawang putih
3647,0,kerabat zaadit taqwa alami gangguan jiwa jokowi terpilih presiden,,kerabat zaadit taqwa alami ganggu jiwa jokowi pilih presiden
3648,0,klarifikasi terkait perbedaan hasil situng kpu dipindahkan bentuk microsoft excel,,klarifikasi kait beda hasil situng kpu pindah bentuk microsoft excel
3649,0,klarifikasi video tka china mengukur tanah,,klarifikasi video tka china ukur tanah
3650,0,klarifikasi badan kepegawaian negara terkait tersebarnya surat pengangkatan cpns palembang,,klarifikasi badan pegawai negara kait sebar surat angkat cpns palembang
3651,0,pt dirgantara indonesia dijual asing,,pt dirgantara indonesia jual asing
3652,0,hatihati modus phising akun facebook,,hatihati modus phising akun facebook
3653,0,bus transjakarta nyangkut akibat perintah,,bus transjakarta nyangkut akibat perintah
3654,0,bin keluarkan surat edaran larang bercelana cingkrang berjenggot karyawannya,,bin keluar surat edar larang celana cingkrang jenggot karyawannya
3655,0,santri solo pawai obor lawan yg pawai lilin allahu akbar,,santri solo pawai obor lawan pawai lilin allahu akbar
3656,0,foto makan sby gnpf mui,,foto makan sby gnpf mui
3657,0,video petugas kpps coblosi kertas suara halmahera beredar,,video tugas kpps coblos kertas suara halmahera edar
3658,0,klarifikasi terkait pesta budaya tabuik beraliran syiah,,klarifikasi kait pesta budaya tabuik alir syiah
3659,0,xiami jualan hp komunisme,,xiami jual hp komunisme
3660,0,pernyataan kepala bssn hoaxmembangun maaf bangga,,nyata kepala bssn hoaxmembangun maaf bangga
3661,0,ya ampun jokowi difitnah,,ampun jokowi fitnah
3662,0,waspada es teh campur limbah monas,,waspada es teh campur limbah monas
3663,0,viral foto tebing uluwatu bali retak pengelola klarifikasi,,viral foto tebing uluwatu bal retak kelola klarifikasi
3664,0,penjelasan polresta surabaya ketua front mahasiswa nasional surabaya terkait informasi mahasiswa nonpapua hilang pasca penggerebekan,,jelas polresta surabaya ketua front mahasiswa nasional surabaya kait informasi mahasiswa nonpapua hilang pasca gerebek
3665,0,parlemen singapura belajar antihoaks indonesia,,parlemen singapura ajar antihoaks indonesia
3666,0,sebar kabar palsu pakai nama muhammadiyah,,sebar kabar palsu pakai nama muhammadiyah
3667,0,pembelian lahan sumber waras dibayar tunai,,beli lahan sumber waras bayar tunai
3668,0,spp smasmk gratis jawa timur,,spp smasmk gratis jawa timur
3669,0,diserang netizen dituding sebar berita hoax arie untung hapus postingannya,,serang netizen tuding sebar berita hoax arie untung hapus postingannya
3670,0,bahrun mantan fpi pindah banser nu foto ahok,,bahrun mantan fpi pindah banser nu foto ahok
3672,0,formulir pelaporan kelahiran wni kolom agama beredar media sosial,,formulir lapor lahir wni kolom agama edar media sosial
3673,0,uang jaman irsoekarno bertuliskan lafadz allah,,uang jaman irsoekarno tulis lafadz allah
3674,0,bangunan terbakar polda metro jaya gudang peluru,,bangun bakar polda metro jaya gudang peluru
3675,0,parasetamol mengandung virus machupo,,parasetamol kandung virus machupo
3676,0,pengadaan tas sembako jokowi rp miliar presiden,,ada tas sembako jokowi rp miliar presiden
3677,0,penggerebekan wn chinataiwan,,gerebek wn chinataiwan
3678,0,foto putri raja salman mengenakan pakaian adat bali,,foto putri raja salman kena pakai adat bal
3679,0,media meliput demo buruh gedung kpk balai kota istana,,media liput demo buruh gedung kpk balai kota istana
3680,0,pernyataan ketua mui terkait pelarangan takbiran keliling,,nyata ketua mui kait larang takbir keliling
3681,0,diteriakkan nama prabowo,,teriak nama prabowo
3682,0,air mata pm kanada menyambut pengungsi suriah with tears pm of canada welcomed the refugees from syria,,air mata pm kanada sambut ungsi suriah with tears pm of canada welcomed the refugees from syria
3683,0,besok mesin sensor milik kemkominfo berburu,,besok mesin sensor milik kemkominfo buru
3684,0,modus kejahatan menguras rekening bank penukaran sim card ponsel,,modus jahat uras rekening bank tukar sim card ponsel
3685,0,mahasiswa butuh jam atasi hoax facebook,,mahasiswa butuh jam atas hoax facebook
3686,0,update status wna meninggal motor positif,,update status wna tinggal motor positif
3687,0,muncul pesan berantai perang susulan ambon vs lsm merah putih kepolisian nyatakan kondisi lapangan kondusif,,muncul pesan beranta perang susul ambon vs lsm merah putih polisi nyata kondisi lapang kondusif
3688,0,revisi deskripsi foto berita tempo rumah tahan gempa rp juta berdiri lombok utara,,revisi deskripsi foto berita tempo rumah tahan gempa rp juta diri lombok utara
3689,0,dituduh hubungan spesial ahok grace natalie klarifikasi,,tuduh hubung spesial ahok grace natalie klarifikasi
3690,0,polres banjarbaru bantah pemeriksaan pengamanan pedagang pentol berbahan daging kucing,,polres banjarbaru bantah periksa aman dagang pentol bahan daging kucing
3691,0,hoax memuji jokowi dibiarkan terkait pemberitaan jokowi pemimpin terbaik media bloomberg,,hoax puji jokowi biar kait berita jokowi pimpin baik media bloomberg
3692,0,mafindo jombang the fact talk sakit takut layanan kesehatan takut kena,,mafindo jombang the fact talk sakit takut layan sehat takut kena
3693,0,fpi menyebarkan spanduk habib rizieq dukung khilafah,,fpi sebar spanduk habib rizieq dukung khilafah
3694,0,berita pelabuhan mewah diresmikan jokowi pelabuhan hantu diturunkan,,berita labuh mewah resmi jokowi labuh hantu turun
3695,0,islam anti hoax,,islam anti hoax
3696,0,ideologinya pancasila memangnya zina lgbt sesuai pancasila,,ideologi pancasila memang zina lgbt sesuai pancasila
3697,0,hoax politik keteladanan elit,,hoax politik teladan elit
3698,0,kbr merebaknya teori konspirasi disinformasi covid,,kbr rebak teori konspirasi disinformasi covid
3699,0,pemkot depok batalkan acara olahraga depokaman,,pemkot depok batal acara olahraga depokaman
3700,0,menteri susi sediakan bus aksi,,menteri sus sedia bus aksi
3701,0,berminat anggota pki silahkan daftarkan,,minat anggota pki silah daftar
3702,0,anies baswedan penista agama remisi,,anies baswedan nista agama remisi
3703,0,audiensi masyrakat anti hoax kapolri,,audiensi masyrakat anti hoax kapolri
3704,0,harga daging murah singapura dki jakarta,,harga daging murah singapura dki jakarta
3705,0,klarifikasi humas pemprov ntb terkait kabar gurbenur zulkifliemansyah selamat prabowo sandi,,klarifikasi humas pemprov ntb kait kabar gurbenur zulkifliemansyah selamat prabowo sandi
3706,0,guru tk malaysia terekam aniaya muridnya ditangkap,,guru tk malaysia rekam aniaya murid tangkap
