,label,text,databersih
4085,1.0,"DI WUHAN CINA KETIKA TERJADI VIRUS CORONA RAKYAT BERBONDONG2 KE MESJID, DI INDON RAKYAT DILARANG KE MESJID DI WUHAN CINA KETIKA TERJADI VIRUS CORONA RAKYAT BERBONDONG2 KE MESJID, DI INDON RAKYAT DILARANG KE MESJID,",wuhan cina virus corona rakyat berbondong 2  mesjid indon rakyat larang mesjid wuhan cina virus corona rakyat berbondong 2  mesjid indon rakyat larang mesjid
4086,1.0,King of The King Dony Pedro Memiliki Rekening Khusus Rp 720 Triliun di BNI Saldo” rekening King of The King di BNI sebanyak Rp 720 T. Wuow! Pantas saja SBY gerah.,king king dony pedro milik rekening khusus  720  triliun bni saldo rekening king king bni  720  wuow sby gerah
4087,1.0,Pesan Berantai WASPADA PENCULIKAN ANAK KENALIN MUKA MEREKA” MEREKA ADALAH SEKELOMPOK PENCURI ANAK YG SEDANG BERKELIARAN DI SEKITAR KITA..BANTU SEBARKAN AGAR YG LAIN TAU!,beranta waspada culi anak kenalin muka kelompok curi anak liar bantu sebar
4088,1.0,"Foto hasil buruan singa iran kepada serigala AS hasil buruan singa iran kepada serigala2 AS .
 sebaiknya trump pesan lebih banyak peti mati.",hasil buru singa iran serigala hasil buru singa iran serigala 2  trump peti mati
4089,1.0,"Foto Ternyata China Telah Membangun Persenjataan Militer Di Natuna, Dengan Senjata Mengerikan.. Ternyata China Telah Membangun Persenjataan Militer Di Natuna, Dengan Senjata Mengerikan..",nyata china bangun senjata militer natuna senjata keri nyata china bangun senjata militer natuna senjata keri
4090,1.0,"Foto Musim Dingin Anak-Anak di Gaza, Palestina Musim dingin di Gaza ⁣ Tanah dirampas Zionist membuat rakyat Palestina jd pengungsi di negeri sendiri. Tinggal di tenda, makanan terbatas, jaket & selimut seadanya. Dinginnya mampu membuat anak2 meninggal & orang2 dewasa sakit Doakan slalu utk mereka
 
 @Arafiah250597
 
 #Palestine",musim dingin anak gaza palestina musim dingin gaza tanah rampas zionist rakyat palestina ungsi negeri tinggal tenda makan batas jaket selimut dingin anak 2  tinggal orang 2  dewasa sakit doa slalu arafiah 250597  palestine
4091,1.0,Eramuslim: Berkas Formulir C1 PKS Bima Dirampok Cek (1) bagian REFERENSI.,eramuslim berkas formulir pks bima rampok cek referensi
4092,1.0,"Sepi Dari Pemberitaan Media. Today REVOLUSI Di Mulai untuk Berjuang Menumbangkan REZIM JOKOWI Sepi Dari Pemberitaan Media. Today REVOLUSI Di Mulai,Semoga Alloh Swt Merestui Dan Melindungi Para Patriot Bangsa Yang Terpanggil Hati Nuraninya Untuk Berjuang Menumbangkan REZIM JOKOWI. Jangan Lupa Doanya Pemirsa, Semoga Alloh Swt Bersama orang” Berakal Sehat,Dan Rezim ini secepatnya Wassallam/The End.",sepi berita media today revolusi juang tumbang rezim jokowi sepi berita media today revolusi moga alloh swt restu lindung patriot bangsa panggil nurani juang tumbang rezim jokowi lupa doa pirsa moga alloh swt akal sehat rezim cepat wassallam end
4093,1.0,"Video ITALIA bergema takbir aamiin Sdh terjdi wabah yg luar biasa baru ingat akan kkuasaan Allah, sbelum2nya mreka terlena dgn knikmatan dunia dgn berbagai gaya hidup, rupa2nya takut jg akan kmatian, smg hal ini mnjadi pelajaran bg yg berakal",video italia gema takbir aamiin terjdi wabah kkuasaan allah sbelum 2 nya mreka lena knikmatan dunia gaya hidup rupa 2 nya kmatian smg mnjadi ajar akal
4094,1.0,"OBAT YANG DIBELI JOKOWI DARI CINA KOMUNIS , SANGAT BERBAHAYA DAN BERAKIBAT KEMATIAN OBAT YANG DIBELI JOKOWI DARI CINA KOMUNIS , SANGAT BERBAHAYA DAN BERAKIBAT KEMATIAN ‼‼‼
 
 SURUH JOKOWI AJA YG MINUM OBAT TERSEBUT
 
 Akibat tenggak obat Chloroquine..
 
 Warga AS semaput langsung masuk kamar Mayat..
 
 Mati..",obat beli jokowi cina komunis bahaya akibat mati obat beli jokowi cina komunis bahaya akibat mati suruh jokowi minum obat akibat tenggak obat chloroquine warga semaput masuk kamar mayat mati
4095,1.0,"Informasi Pembuatan SIM Kolektif Tanpa Tes Pada Maret 2020 Info Pembuatan SIM Kolektif
 
 Kabar gembira buat teman-teman yang belum memiliki Surat Izin Mengemudi (SIM).
 
 Akan diadakan pembuatan SIM secara Kolektif hanya datang, lalu foto, dan tanpa tes.",informasi sim kolektif tes maret  2020  sim kolektif kabar gembira teman milik surat izin kemudi sim sim kolektif tes
4096,1.0,"Surat Pengumuman Lelang Jabatan di Kementerian Agama PENGUMUMAN
 
 TENTANG
 
 SELEKSI TERBUKA
 
 CALON PEJABAT PIMPINAN TINGGI
 
 KEMENTERIAN AGAMA",surat lelang jabat menteri agama seleksi buka calon jabat pimpin menteri agama
4097,1.0,Universitas Indonesia tidak terkait dengan kelompok Ikatan Keluarga Besar Universitas Indonesia Kantor Humas dan KIP UI menegaskan bahwa Universitas Indonesia tidak memiliki kaitan apapun dengan kelompok tersebut dan pernyataan sikap kelompok tersebut tidak mewakili sikap Universitas Indonesia.,universitas indonesia kait kelompok ikat keluarga universitas indonesia kantor humas kip universitas indonesia milik kait kelompok nyata sikap kelompok wakil sikap universitas indonesia
4098,1.0,"semua anggota Bawaslu dan KPU hanya plonga plongo Prof Ronnie Higuchi Rusli (pakar IT, statistik dan guru besar UI) dipanggil Bawaslu sbg ahli kesahihan QC lembaga2 survey. Tak ada satu pun surveyor QC yg mau hadir. Menariknya, kata Prof Ronnie, semua anggota Bawaslu dan KPU hanya plonga plongo melihat rumus2 yg disajikan beliau. Tak ada yg bisa tanya kpd Prof Ronnie. …",anggota bawaslu kpu plonga plongo prof ronnie higuchi rusli pakar statistik guru panggil bawaslu sbg ahli sahih lembaga 2  survey surveyor hadir tarik prof ronnie anggota bawaslu kpu plonga plongo lihat rumus 2  saji beliau kpd prof ronnie
4099,1.0,"Video Obama Merilis Lukisan Prabowo Sosok seorang pemimpin yang di akui dunia Mr. Prabowo Subianto 
Saya yang sampaikan anda yang simpulkan ����

#17AprilPrabowoPresident",video obama rilis lukis prabowo sosok pimpin dunia prabowo subianto simpul  17 aprilprabowopresident
4100,1.0,Bupati Nduga Diculik TNI BUPATI NDUGA TELAH DI CULIK OLEH TNI,bupati nduga culik tni bupati nduga culik tni
4101,1.0,"SURAT PERNYATAAN 20 ORANG LOLOS SELEKSI DI PT PERTAMINA No : 2027/HRD/PT Pertamina Persero/III/2019
Lampiran: 4 (Empat) rangkap
Hal: Panggilan Seleksi Rekruitmen Karyawan (i)",surat nyata lolos seleksi pertamina  2027  hrd pertamina persero  2019  lampir rangkap panggil seleksi rekruitmen karyawan
4102,1.0,Ganjar Pranowo Kata Siapa Nonton Video Porno Bisa Membatalkan Orang Yang Sedang Berpuasa Ganjar Pranowo Kata Siapa Nonton Video Porno Bisa Membatalkan Orang Yang Sedang Berpuasa,ganjar pranowo nonton video porno batal puasa ganjar pranowo nonton video porno batal puasa
4103,1.0,Corona mengganas sudah 25 pasien di Bali wafat Kita sedih serangan virus Corona mengganas sudah 25 pasien di Bali wafat.. Fak. Farmasi Univ. Ibnu Chaldun akan mlkkn kampanye pencegahan serangan virus Corona di 5 wilayah DKI. Kampanye pertama di Johar Baru 28 Maret 2020. Saat ini sdg koordinasi di DKI.,corona ganas pasien bal wafat sedih serang virus corona ganas pasien bal wafat fak farmasi univ ibnu chaldun mlkkn kampanye cegah serang virus corona wilayah dki kampanye johar maret  2020  sdg koordinasi dki
4104,1.0,Mereka menyebutnya disinfeksi? Mereka menyebutnya disinfeksi? Indonesia… kehabisan kata-kata.”,disinfeksi disinfeksi indonesia habis
4105,1.0,"Daftar Jajanan Makanan di Kabupaten Bantaeng Yang Terjangkit Virus Hepatitis Hati²ki semua yg suka jajan, delivery order makanan siap saji. Hr ini pasien di RS dirawat dengan Hepatitis sebanyak lebih dr 30 orang, Mulai dari anak, remaja, dewasa dan tua.
 
 NB : Siomay keliling jg termasuk pemicu Bakteri dan penyakit menular Hepatitis akut",daftar jajan makan kabupaten bantaeng jangkit virus hepatitis hati 2 ki suka jajan delivery makan saji pasien rawat hepatitis anak remaja dewasa tua siomay keliling masuk picu bakteri sakit tular hepatitis akut
4106,1.0,"Akun Youtube Dr Seto Mulyadi S,Psi Milik Kak Seto Disini saya sangat menayangkan sikap Mbak KD dan Raul Gonzales. Seharusnya lebih baik bertemu dengan pihak Mas Anang dan keluarga untuk membuat klarifikasi agar masalah cepat terselesaikan. Di sini hanya akan membuat suasana menjadi memanas. Masih saya pantau",youtube seto mulyadi psi milik kak seto tayang sikap raul gonzales temu mas anang keluarga klarifikasi cepat selesai suasana panas pantau
4107,1.0,Kapal Rute Banda Aceh Sabang Distop Karena Virus Corona Bahwa untuk sementara waktu jalur penyeberangan penumpang baik Kalap Cepat maupun Kapal Lambat dari Sabang maupun dari Banda Aceh akan di STOP keberangkatannya. Kemungkinan untuk pemberhentian pengoperasian Kapal akan dilakukan 1-2 hari ke depan.,kapal rute banda aceh sabang stop virus corona jalur seberang tumpang kalap cepat kapal lambat sabang banda aceh stop berangkat henti operasi kapal laku  1 - 2 
4108,1.0,Video Sindiran Pedas Sultan Brunei Darusalam Kepada Presiden Jokowi Sindiran Pedas Sultan Brunei Darussalam kepada Presiden Jokowi,video sindir pedas sultan brunei darusalam presiden jokowi sindir pedas sultan brunei darussalam presiden jokowi
4109,1.0,"Al Quran / Alkitab kuno ini ditemukan di dasar laut, sudah menjadi karang tapi tetap utuh Al-Quran ini ditemukan didasar laut, Sudah menjadi karang tapi tetap utuh, Subhannallah ,Semoga yg like, komen aamiin dan membagikan kiriman ini dengan ikhlas
 rezekinya besok pagi berlimpah dari arah yg tidak terduga.amin",quran alkitab kuno temu dasar laut karang utuh al-quran temu dasar laut karang utuh subhannallah moga like komen aamiin ikhlas rezeki besok pagi limpah arah duga amin
4110,1.0,"Kemenag: Korupsi Itu Perbedaan Dalam Mencari Rezeki, Tidak Bertentangan Dengan Syariat Kemenag: Korupsi Itu Perbedaan Dalam Mencari Rezeki, Tidak Bertentangan Dengan Syariat",kemenag korupsi beda cari rezeki syariat kemenag korupsi beda cari rezeki syariat
4111,1.0,"Modus pembunuhan dengan rekaman suara tangisan bayi dan membuka semua keran air Polisi tersebut memberitahu wanita itu bahwa sebuah rekaman pembunuhan merekam suara bayi menangis & menggunakannya sebagai tipuan.
 Wanita di dalam rumah akan berpikir bahwa ada seseorang yang menelantarkan bayinya di luar mereka.",modus bunuh rekam suara tangis bayi buka keran air polisi memberitahu wanita buah rekam bunuh rekam suara bayi menang tipu wanita rumah telantar bayi
4112,1.0,"Memandang Payudara 10 Menit Tiap Hari Perpanjang Umur Pria 5 Tahun Sebuah studi yang dilakukan di Jerman belum lama ini sangat menarik. Ilmuwan menemukan, menatap payudara wanita selama 10 menit sehari ternyata dapat meningkatkan rentang hidup Anda dalam lima tahun.",pandang payudara menit umur pria buah studi laku jerman tarik ilmuwan temu tatap payudara wanita menit nyata tingkat rentang hidup
4113,1.0,"3 Anak Meninggal Korban Cokelat Mermaid di RSUD Kapal Badung, Bali Mohon maaf, kami membantu utk share info dari dokter Dwija yg dinas di RSUD Kapal. Coklat ini beracun.. Barusan kejadian 3 anak meninggal setelah makan coklat ini.. 3orang yg lain dirujuk ke rs juga akhirnya meninggal.. Mohon diperhatikan anak² khususnya yg senang camilan belanja makanan spt ini diperhatikan.. Terima kasih",anak tinggal korban cokelat mermaid rsud kapal badung bal maaf bantu share dokter dwija dinas rsud kapal coklat racun barusan anak tinggal makan coklat  3 orang rujuk tinggal perhati anak 2  khusus camil belanja makan spt perhati
4114,1.0,"PKS Menang, Dua Istri Menjadi Nyata Ogaaaah bangeeeets nyoblos PKS….sooik siapa yg SK dua istri niiiy hahahaha….",pks menang nyata ogaah bangeets nyoblos pks sooik niiy hahahaha
4115,1.0,"Din Syamsuddin Mengundurkan Diri Karena Kecewa Jokowi Tak Temui Ulama Uzbekistan dan Xinjiang Puluhan ulama dari Uighur & Uzbekistan (negara bagian china) berkunjung ke istana, tetapi Jokowi tidak mau menemuinya dengan alasan tidak enak dengan pemerintah china.

Maksud anda apa, Mr. Presiden?",din syamsuddin undur kecewa jokowi temu ulama uzbekistan xinjiang puluh ulama uighur uzbekistan negara china kunjung istana jokowi temu alas perintah china maksud presiden
4116,1.0,"Pernyataan Ekstrim Menteri Kesehatan Letjen TNI dr.  Terawan Agus Putranto Sp. Rad Mungkin pernah di share disini, reposting spy hapal INI PERNYATAAN EKSTRIM MENTRI KESEHATAN : Letjen TNI Dr. Terawan Agus Putranto Sp. Rad ( K) , .Di bawah ini patut menjadi renungan !",nyata ekstrim menteri sehat letjen tni awan agus putranto rad share reposting spy hapal nyata ekstrim tri sehat letjen tni awan agus putranto rad patut renung
4117,1.0,Video Anak kucing di injak Kajadian di Slangor Malaysia Sungguh biadab apa yang kamu lakukan….. Kajadian di Slangor Malaysia,video anak kucing injak kajadian slangor malaysia biadab laku kajadian slangor malaysia
4118,1.0,Video Hujan es..cianjur katany Hujan es..cianjur katany,video hujan cianjur katany hujan cianjur katany
4119,1.0,"Anak Pemilik Pempek Ny Kamto Dirampok di Jl Palagan Perum Monjali Anak pemilik empek2 Ny Kamto, Jl. Palagan tadi siang ditembak perampok di Perum Monjali 20 jt melayang Mohon tingkatkan kewaspadaan diri masing2 maupun bersama. Kerusuhan sudah dimulai.",anak milik pempek kamto rampok palagan perum monjali anak milik empek 2  kamto palagan siang tembak rampok perum monjali layang tingkat waspada masing 2  rusuh
4120,1.0,"kuburan massal buat korban #viruscorona di ITALIA kuburan massal buat korban #viruscorona di ITALIA sungguh sangat mengerikan
 sehari 500-800 orang yang meninggal karena viruscorona,tidak mungkin di makamkan 1-1 Harus semua secara massal",kubur massal korban viruscorona italia kubur massal korban viruscorona italia keri  500 - 800  tinggal viruscorona makam  1 - 1  massal
4121,1.0,"KKN Jokowi dan UGM BEGITU JELAS KKN UGM DENGAN JOKOWI…SEMBILAN DOSEN JADI MENTERI…UNTUK MENJAGA IJAZAH PALSU SMA JOKOWI!!!!,",kkn jokowi ugm kkn ugm jokowi sembilan dosen menteri jaga ijazah palsu sma jokowi
4122,1.0,"Vaksin Penyebab Autis Selama 6 bln pertama hidupnya (Aug 2001-Feb 2002), Joey memperoleh 3x suntikan vaksin Hepatitis B, dan 3x suntikan vaksin HiB. Menurut buku tsb (hal 54-55) ternyata dua macam vaksin yg diterima anak sy dlm 6 bln pertama hidupnya itu positif mengandung zat pengawet, “Thimerosal”, yg terdiri dr Etilmerkuri yg menjadi penyebab utama sindrom Autisme Spectrum Disorder yg meledak sejak awal thn 1990 an. Vaksin yg mengandung Thimerosal itu sendiri sdh dilarang di Amerika sejak akhir thn 2001.",vaksin autis bln hidup aug  2001 -feb  2002  joey sunti vaksin hepatitis sunti vaksin hib buku tsb  54 - 55  nyata vaksin anak dlm bln hidup positif kandung zat awet thimerosal etilmerkuri utama sindrom autisme spectrum disorder ledak thn  1990  vaksin kandung thimerosal larang amerika thn  2001 
4123,1.0,Video Kekerasan Anak viralkan biar tertangkap ayo viralkan biar pelakunya cepat tertangkap,video keras anak viralkan biar tangkap viralkan biar laku cepat tangkap
4124,1.0,Video Penyiksaan Anak oleh Mahendra Kumar Seorang pria yang tampak seperti iblis kepada putranya yang berusia 10 tahun telah ditangkap segera setelah sebuah video yang menunjukkan bahwa dia tanpa ampun memukulinya menjadi viral.,video siksa anak mahendra mar pria iblis putra usia tangkap buah video ampun viral
4125,1.0,"Dahnil Ajak Pendukung Prabowo Mudik Lebaran Gunakan Kuda Hidupkan Sunah Nabi, Dahnil “Not for Sell” Simanjuntak ajak pendukung Prabowo Mudik Lebaran Gunakan Kuda.",dahnil ajak dukung prabowo mudik kuda hidup sunah nabi dahnil not for sell simanjuntak ajak dukung prabowo mudik kuda
4126,1.0,"Percakapan Yunarto Wijaya, Amankan Suara Pilpres Percakapan Yunarto Wijaya dengan seseorang yang ia panggil “Jendral” :",cakap yunarto wijaya aman suara pilpres cakap yunarto wijaya panggil jendral
4127,1.0,Pesan Dari Jusuf Kalla PESAN DARI JUSUF KALLA,jusuf kalla jusuf kalla
4128,1.0,"Video modus pembiusan cewek di salah satu wc umum mall di Jakarta Baru dapat video modus pembiusan cewek di salah satu wc umum mal di Jakarta. Dan yang bikin kaget pelakunya ternyata cewek juga. Untung, korbannya selamat dan langsung narik tas pelaku. Duh, please be safe everyone. Please aware sama siapa pun, even cewek juga. Scary AF!",video modus bius cewek salah mall jakarta video modus bius cewek salah mal jakarta bikin kaget laku nyata cewek untung korban selamat narik tas laku duh safe everyone aware even cewek scary
4129,1.0,"Program Percetakan Alquran Dihentikan, Mantan Menag Menangis SETELAH JOKOWI MENANG,,PEMERINTAH CHINA MEMERINTAHKAN KEPADA PEJABAT INDOCHINA MELALUI PARTAI PDIP, PSI, PERINDO, PARTAI GARUDA, PARTAI HANURA, AGAR SEGERA MEMBATASI KEPEMILIKAN ALQURAN PADA TIAP TIAP WARGA NEGARA AGAR PEMUSNAHAN ISLAM SEMAKIN CEPAT TERCAPAI,KARENA HAL TSB SANGAT MENGGANGGU KEPENTINGAN POLITIK CHINA DI INDONESIA…",program cetak alquran henti mantan menag menang jokowi menang perintah china perintah jabat indochina partai pdip psi perindo partai garuda partai hanura batas milik alquran warga negara musnah islam cepat capai tsb ganggu politik china indonesia
4130,1.0,"Video Penerbangan dari Italia ke ethiopia. Semua penumpang dinyatakan positif Penerbangan dari Italia ke ethiopia. Semua penumpang dinyatakan positif. Polisi berusaha menangkap, Menembak mereka yang mencoba melarikan diri..",video terbang italia ethiopia tumpang nyata positif terbang italia ethiopia tumpang nyata positif polisi usaha tangkap tembak lari
4131,1.0,Di makassar dirawat 1 pasien suspect corona virus Sekedar info saja untuk kewaspadaan bersama. Di IC RSWS (makassar) sementara dirawat 1 pasien suspect corona virus. Rujukan dari Awal bros. Pasien baru pulang dari wuhan. Diharapkan memakai masker dan menggunakan tisu basah/mencuci tangan selalu,makassar rawat pasien suspect corona virus dar waspada rsws makassar rawat pasien suspect corona virus rujuk bros pasien pulang wuhan harap masker tisu basah cuci tangan
4132,1.0,Pemkot Jambi Bantah Liburkan Siswa dari Kegiatan Belajar di Sekolah pada 17 September 2019 Dapat kami informasikan bahwa berita tersebut adalah TIDAK BENAR (HOAX). .,pemkot jambi bantah libur siswa giat ajar sekolah september  2019  informasi berita hoax
4133,1.0,"MANTAN PRESIDEN RI KE 3 DINOBATKAN SEBAGAI PEMILIK IQ TERTINGGI SEPANJANG SEJARAH MANUSIA NAMUN DISIA-SIAKAN OLEH BANGSA INDONESIA MANTAN PRESIDEN RI KE 3 DINOBATKAN SEBAGAI PEMILIK IQ TERTINGGI SEPANJANG SEJARAH MANUSIA NAMUN DISIA-SIAKAN OLEH BANGSA INDONESIA
 Sebuah situs Opishposh.com telah merilis 10 Manusia dengan IQ tertinggi dengan judul People With The Highest IQ Ever Recorded sbb :
 
 BJ Habibie IQ 200",mantan presiden nobat milik sejarah manusia sia bangsa indonesia mantan presiden nobat milik sejarah manusia sia bangsa indonesia buah situs opishposh com rilis manusia judul people with highest recorded sbb habibie  200 
4134,1.0,"Kondisi masjid yang diserang polisi dan brimob saat ini VIRALKAN !!
Karena semua stasiun televisi tidak menyiarkan kejadian ini
Kondisi masjid yang diserang polisi dan brimob saat ini",kondisi masjid serang polisi brimob viralkan stasiun televisi siar kondisi masjid serang polisi brimob
4135,1.0,"Suasana sholat jenazah para korban teroris di new zealand Suasana sholat jenazah para korban teroris di new zealand.
.
Insya Allah surga menanti wahai para syahid",suasana sholat jenazah korban teroris new zealand suasana sholat jenazah korban teroris new zealand insya allah surga syahid
4136,1.0,"Jangan Terkecoh dengan Erick Thohir yang Dikira Pribumi Muslim, Ia Berfoto dengan Ibunya, Ediba Tan Mei Hwa dan Kakak Ibunya, William Soerjadjaja Sebar Kan Supaya Banyak Yang Lebih Tau..Dan Biar Kan Menilai Masing Masing? Eric Tohir berpoto dg ibunya. Ediba Tan Mei Hwa dan kakak ibunya Wiliam Suryajaya. Jadi mereka itu cina. Jangan terkecoh dg nama Eric Tohir dikira pribumi muslim? Ini bukti trll banyak etnis cina yg diberi jabatan,",kecoh erick thohir pribumi muslim ediba tan mei hwa william soerjadjaja sebar biar nilai eric tohir berpoto ediba tan mei hwa wiliam suryajaya cina kecoh nama eric tohir pribumi muslim bukti trll etnis cina jabat
4137,1.0,"Video dr. Cheng: Sembuh Dari COVID-19 Cukup dengan Vitamin C Video dr. Cheng ini dihapus dari YouTube Bang. Yang menonton sudah sekitar 300 juta. Kayaknya YouTube bagian dari kelompok Bill Gates dan Big Pharma sebab penjelasan dr. Cheng ini bisa menghancurkan proyek vaksin corona mereka. Sebab, dr. Cheng bilang berdasarkan pengalamannya menangani pasien Covid-19 cukup pakai vitamin c",video cheng sembuh covid- 19  vitamin video cheng hapus youtube bang tonton  300  juta youtube kelompok bill gates big pharma cheng hancur proyek vaksin corona cheng dasar alam tangan pasien covid- 19  vitamin
4138,1.0,"Foto Presiden Joko Widodo di depan jenazah Nderek belo sungkowo pak jokowi
 suwargo langgeng kagem keng ibu mugi khusnul khotimah aminnnnn”
 yang jika diterjemahkan ke Bahasa Indonesia: “Ikut berbela sungkawa Pak Jokowi, semoga surga yang kekal untuk ibu. Semoga khusnul khotimah",presiden joko widodo jenazah nderek belo sungkowo jokowi suwargo langgeng kagem keng mugi khusnul khotimah aminn terjemah bahasa indonesia bela sungkawa jokowi moga surga kekal moga khusnul khotimah
4139,1.0,"Polisi Sebar Poster DPO Terhadap Novel Bamukmin Ngumpet g segarang klo ada pengawalan!!
 
 Selamat jd DPO moga cepet kecyduk.",polisi sebar poster dpo hadap novel bamukmin ngumpet garang klo selamat dpo moga cepet kecyduk
4140,1.0,"Sopir Ambulance Gerindra Merangkap Pedagang Warung Yang Dijarah Artis terlaris tahun ini, aki-aki keren bisa berperan sebagai supir ambulance, bisa jadi pemilik warung yang dijarah, bisa jadi perusuh, bisa jadi tamu lebaran Istana",sopir ambulance gerindra rangkap dagang warung jarah artis aki keren peran supir ambulance milik warung jarah rusuh tamu istana
4141,1.0,Pemprov DKI Habiskan 14 Miliar Untuk Bus Mudik Gratis Gubernur Negara kalian begini gak??,pemprov dki habis miliar bus mudik gubernur negara
4142,1.0,"Akan ada aksi sweeping dari ormas Forum Betawi Rempug Forward dari teman. jakarta barat rusuh ambon vs FBR ..2 anggota fbr meninggal hindari jkt barat pesing.grogol,jembatan 3 jelambar.lg ada swiping dari ke 2 pihak",aksi sweeping ormas forum betawi rempug forward teman jakarta barat rusuh ambon fbr anggota fbr tinggal hindar jkt barat pesing grogol jembatan jambar swiping
4143,1.0,"Kapal Tenggelam di Perairan Makassar, 13 Orang Tewas Innalillahi wa innailaihi Rojiuun, Turut berduka cita atas tenggelamnya salah satu kapal penumpang milik Mustafa Andi Baso (Dg kila) di perairan Makassar menuju pulau barrang Lompo. Menurut saksi mata, kapal jenis jolloro’ tersebut kelebihan muatan saat berlayar menuju pulau. Sementara ada 13 jenazah yang telah di evakuasi, masyarakat bersama tim SAR masih terus mencari korban yg lain. #BarrangLompoBerduka",kapal tenggelam air makassar tewas innalillahi innailaihi rojiuun duka cita tenggelam salah kapal tumpang milik mustafa andi baso kila air makassar tuju pulau barrang lompo saksi mata kapal jolloro muat layar tuju pulau jenazah evakuasi masyarakat tim sar cari korban barranglompoberduka
4144,1.0,Foto Kuburan masal ulama dan santri 1948 oleh PKI Muso Ini adalah foto para santri n ulama yg menolak faham komunis. Para santri di suruh gali lubang panjang di sekitar pompes utk kuburan mrk n mrk smua di kubur hidup2,kubur masal ulama santri  1948  pki muso santri ulama tolak faham komunis santri suruh gali lubang pompes kubur mrk mrk smua kubur hidup 2 
4145,1.0,"Video cara pertolongan Emergency Covid 19 Begini cara pertolongan Emergency Covid 19 .. pasang Ventilator + jalan terakhir suction utk mengangkat dahak/lendir di paru2, kalo semua gagal, *Good Bye* jangan main~main, lebih baik *Stay at Home*",video emergency covid emergency covid pasang ventilator suction angkat dahak lendir paru 2  gagal good bye main main stay home
4146,1.0,"salah satu warga Bekasi ada yg positif terkena virus Corona, meninggal dunia Assalamualaikum….
 Ada info dari rekan kerja yg tinggal di Villa Bekasi Indah 1, bahwa salah satu warganya ada yg positif terkena virus Corona, hari ini meninggal dunia dan akan dimakamkan di TPU Mangunjaya….
 Untuk sementara waktu hindari tempat tempat keramaian, tetap menjaga kesehatan dan semoga Allah SWT menjaga kita semua….aamiin…",salah warga bekas positif kena virus corona tinggal dunia assalamualaikum rekan kerja tinggal villa bekas indah salah warga positif kena virus corona tinggal dunia makam tpu mangunjaya hindar ramai jaga sehat moga allah swt jaga aamiin
4147,1.0,"Video puluhan pasien virus corona kejang-kejang Mudah mudahan kita dijauhi oleh ALLAH SWT dari virus Corona yang berbahaya ini,amin",video puluh pasien virus corona kejang mudah mudah allah swt virus corona bahaya amin
4148,1.0,"Mahasiswa bisa minta bantuan ke Kodam jika ingin didampingi saat gelar unjuk rasa Pendampingan mahasiswa dalam berdemonstrasi dilakukan di level komando daerah militer (kodam) karena kewenangan Panglima TNI dalam pengendalian operasi sudah dibagi habis ke satuan bawahdan hanya jika dalam kondisi dibutuhkan oleh Polri. Kewenangan Panglima TNI tidak termasuk kewenangan untuk mengizinkan dan memberikan pengawalan demonstran karena berdasarkan UU No. 9/89, pengawalan demonstrasi adalah kewenangan Polri.",mahasiswa bantu kodam damping gelar unjuk damping mahasiswa demonstrasi laku level komando daerah militer kodam wenang panglima tni kendali operasi habis bawahdan kondisi polri wenang panglima tni masuk wenang izin demonstran dasar demonstrasi wenang polri
0,0.0,Klarifikasi Gedung DPR Tidak Terjadi Kebakaran,klarifikasi gedung dpr bakar
1,0.0,“Cairan dalam Wadah Mainan Anak yang Menyerupai Pisang Tidak Mengandung Narkoba”,cair wadah main anak rupa pisang kandung narkoba
2,0.0,Kemenag Bantah Edaran Surat Guru Madrasah Wajib Melengkapi data,kemenag bantah edar surat guru madrasah wajib lengkap data
3,0.0,[BENAR]: Metro TV Klarifikasi Tayangan Quick Count Unggulkan Prabowo,metro klarifikasi tayang quick count unggul prabowo
4,0.0,PT KCI Mengklarifikasi Kabar Tiket Kertas Gratis di Stasiun Bogor Pada Senin 23 Juli 2018,kci klarifikasi kabar tiket kertas stasiun bogor senin juli  2018 
5,1.0,"Foto Sekarang malesiya sapu habis penduduk asing... Perhatian perhatian Sekarang malesiya makin darurat Buat TKI/TKW yg ada di malesiya TERMAKSUD… Org tua kalin,pacar,saudara,atau tetanganya Harap berhati -hati. Sekarang malesiya sapu habis penduduk asing…",malesiya sapu habis duduk asing perhati perhati malesiya darurat tki tkw malesiya maksud org tua kalin pacar saudara tetanganya harap malesiya sapu habis duduk asing
6,0.0,Klarifikasi terkait Pesta Budaya Tabuik yang Disebut Beraliran Syiah,klarifikasi kait pesta budaya tabuik alir syiah
7,0.0,Pihak Kepolisian Bantah Info Penculikan Kakak Beradik di Sragen kota,polisi bantah culi adik sragen kota
8,0.0,Klarifikasi Tentang Isu Gunung Salak Erupsi/Meletus,klarifikasi isu gunung salak erupsi letus
9,0.0,Permen Jeli yang Dibuat dengan Gelatin yang Berasal dari Kulit dan Tulang Hewan.,permen jeli gelatin tulang hewan
10,0.0,Berpose Foto Salam Dua Jari Memakai Rompi Bawaslu,pose salam jari rompi bawaslu
11,0.0,Klarifikasi Kemenpora Terkait Pelatih Asian Games 2018 yang Belum Terima Bonus,klarifikasi kemenpora kait latih asi games  2018  bonus
12,0.0,PLN Bantah Informasi Tenggat Pembayaran Listrik Dimajukan Tanggal 5 Setiap Bulannya,pln bantah informasi tenggat bayar listrik maju tanggal
